wkt,Parcel Type.ID
"POLYGON((-81.31819983 45.06285376, -81.31836233 45.06277921, -81.32791169 45.05839774, -81.32517177 45.05547614, -81.32506716 45.05536459, -81.31547493 45.05984055, -81.3163619 45.06079733, -81.31513377 45.0613703, -81.31573804 45.06202211, -81.31692432 45.06147793, -81.31756205 45.06216585, -81.31819983 45.06285376))",PIN.331110193
"POLYGON((-81.37453055 43.54070252, -81.37449567 43.54074361, -81.37189236 43.54380999, -81.37191004 43.5438623, -81.37195548 43.54399676, -81.37608775 43.54578461, -81.37649167 43.54530481, -81.37940166 43.54184788, -81.37943448 43.54180889, -81.37946307 43.54177493, -81.37581708 43.5401879, -81.37519669 43.53991783, -81.37516792 43.53995171, -81.37516776 43.5399519, -81.37506017 43.5400788, -81.37501027 43.54013765, -81.37481333 43.54036942, -81.37461476 43.54060333, -81.37459225 43.54062984, -81.37455573 43.54067286, -81.37453055 43.54070252))",PIN.412970021
"POLYGON((-81.3586125 43.53822838, -81.35861785 43.53822182, -81.36069499 43.53577514, -81.36087935 43.53555846, -81.36187477 43.53437576, -81.36200417 43.53422057, -81.36202053 43.53420156, -81.36097713 43.53374465, -81.36081524 43.53367287, -81.3603445 43.53346761, -81.35930205 43.53301161, -81.35816128 43.53252027, -81.35774931 43.53233651, -81.35774145 43.5323448, -81.3571393 43.53306702, -81.35604537 43.53434904, -81.3560085 43.53439417, -81.35520956 43.5353331, -81.35466864 43.53595607, -81.3543368 43.53635329, -81.35432103 43.53637259, -81.3586125 43.53822838))",PIN.412980012
"POLYGON((-81.32302943 43.56591935, -81.32965116 43.55814801, -81.32537505 43.55628445, -81.31876434 43.56406943, -81.32302943 43.56591935))",PIN.412990008
"POLYGON((-81.21913499 43.35113412, -81.22159116 43.35087114, -81.22099841 43.34818644, -81.21839697 43.34702445, -81.20849172 43.34808445, -81.20888659 43.35005884, -81.2186666 43.34901225, -81.21913499 43.35113412))",PIN.532220030
"POLYGON((-81.32691093 43.28653963, -81.33218002 43.28018315, -81.3335263 43.27858899, -81.33161149 43.27776, -81.33132129 43.27763151, -81.32923053 43.27670568, -81.32259587 43.28465609, -81.32691093 43.28653963))",PIN.532300007
"POLYGON((-81.73800025 42.98066383, -81.73792867 42.98938391, -81.73789458 42.99186246, -81.73789281 42.99186262, -81.73778132 42.99187272, -81.73789272 42.99187269, -81.73789444 42.99187269, -81.73974337 42.99187221, -81.73986671 42.99187218, -81.73999004 42.99187214, -81.74320053 42.99187122, -81.74346052 42.99030726, -81.74352591 42.98942929, -81.74352583 42.98937442, -81.7435133 42.98082904, -81.74292852 42.98083079, -81.74292747 42.9801065, -81.74292747 42.98010587, -81.73800531 42.98011513, -81.73800526 42.98012106, -81.73800025 42.98066383))",PIN.096180001
"POLYGON((-81.74292852 42.98083079, -81.7435133 42.98082904, -81.74351225 42.98010475, -81.74292747 42.98010587, -81.74292747 42.9801065, -81.74292852 42.98083079))",PIN.096180002
"POLYGON((-81.5486348 43.23889656, -81.56113832 43.23754829, -81.56044403 43.23392025, -81.56010074 43.23212626, -81.55798432 43.23235535, -81.55787005 43.23181861, -81.5565413 43.23196242, -81.55665556 43.23249916, -81.55523203 43.23265321, -81.54762291 43.23347633, -81.54795565 43.23525873, -81.54802268 43.2356178, -81.5486348 43.23889656))",PIN.096880053
"POLYGON((-81.16575281 44.66098782, -81.16576542 44.66097374, -81.16924372 44.65703289, -81.17210148 44.65351178, -81.17209827 44.65351034, -81.16991616 44.65252881, -81.16859388 44.65401748, -81.16830478 44.65435998, -81.16772648 44.65502698, -81.16339114 44.65991658, -81.16575281 44.66098782))",PIN.331570075
"POLYGON((-81.28401756 44.06715702, -81.28403616 44.06715437, -81.28652446 44.06679964, -81.28413117 44.05781693, -81.28165954 44.05816929, -81.28401756 44.06715702))",PIN.332250080
"POLYGON((-81.04976732 44.43309983, -81.04920727 44.43051448, -81.04456022 44.43102913, -81.04373109 44.43111983, -81.04083019 44.43143729, -81.04082676 44.43143703, -81.0390969 44.43164685, -81.03252485 44.43237003, -81.03246079 44.43237697, -81.03302907 44.43505463, -81.03309329 44.43504811, -81.03548687 44.43477465, -81.03696996 44.4345995, -81.03870304 44.4343961, -81.03946927 44.4343056, -81.04111487 44.434126, -81.0416551 44.43406193, -81.04315004 44.43388244, -81.04976732 44.43309983))",PIN.371920104
"POLYGON((-81.23315058 43.93163736, -81.23707139 43.9309574, -81.23641684 43.92849166, -81.23255633 43.92917665, -81.23246414 43.92919301, -81.23315058 43.93163736))",PIN.410350004
"POLYGON((-81.17994069 43.87463753, -81.17505921 43.87550503, -81.1776183 43.8844232, -81.17901828 43.88417743, -81.17903349 43.88422276, -81.18250119 43.8836139, -81.17994069 43.87463753))",PIN.410370014
"POLYGON((-81.42560989 43.74265392, -81.42580585 43.74240139, -81.42511535 43.74212144, -81.4249194 43.74237397, -81.42560989 43.74265392))",PIN.410700048
"POLYGON((-81.48702058 43.76335281, -81.49308662 43.75541554, -81.48650065 43.75276375, -81.48648233 43.75278777, -81.48171519 43.7590354, -81.48047049 43.76067676, -81.48702058 43.76335281))",PIN.410710022
"POLYGON((-81.537143 43.96946808, -81.53745673 43.96934354, -81.54124389 43.96438517, -81.53809696 43.96312435, -81.53464471 43.96172628, -81.53386789 43.962748, -81.53261132 43.96441053, -81.53240183 43.96468161, -81.53075572 43.96689066, -81.53270281 43.96766739, -81.537143 43.96946808))",PIN.410870013
"POLYGON((-81.68694843 43.80981748, -81.69764157 43.8098257, -81.69811359 43.80982603, -81.69811344 43.80883398, -81.69948334 43.80883496, -81.69948297 43.80673991, -81.69711038 43.80674579, -81.6971103 43.80617302, -81.69944498 43.80616725, -81.69944479 43.80512829, -81.69940686 43.80485779, -81.69940677 43.80433728, -81.68699759 43.80436532, -81.68694843 43.80981748))",PIN.411140007
"POLYGON((-81.63989443 43.78592488, -81.6449466 43.78593789, -81.64997942 43.78595063, -81.64993722 43.78030949, -81.64868731 43.78031438, -81.64868191 43.7795899, -81.64993181 43.77958501, -81.64992484 43.77865361, -81.64818219 43.77865041, -81.6481687 43.77683919, -81.64487978 43.77683308, -81.64455442 43.77683247, -81.64455344 43.77710691, -81.64397926 43.77710583, -81.64398024 43.7768314, -81.63980966 43.77682349, -81.63989443 43.78592488))",PIN.411140075
"POLYGON((-81.57207871 43.66543714, -81.57208247 43.66683977, -81.57208477 43.66769401, -81.5720868 43.66845078, -81.57209579 43.67179808, -81.57553992 43.67315386, -81.57688451 43.67366031, -81.57811714 43.67413129, -81.58063238 43.67506881, -81.58302176 43.67182474, -81.58424979 43.67015728, -81.58342183 43.66980942, -81.58276199 43.66956067, -81.58111845 43.66892075, -81.58013485 43.66853857, -81.57795612 43.66770323, -81.57749565 43.66754348, -81.57639895 43.66708198, -81.57637479 43.66707192, -81.57207871 43.66543714))",PIN.411610005
"POLYGON((-81.57290277 43.64633503, -81.57388253 43.64635713, -81.57565582 43.64637523, -81.57757815 43.64641956, -81.57863223 43.64643224, -81.58137979 43.64646523, -81.58138795 43.64296533, -81.58138809 43.64293596, -81.57115305 43.64275163, -81.57112175 43.64275092, -81.57113758 43.64344873, -81.57356375 43.64356928, -81.5735746 43.64457095, -81.57115504 43.64421842, -81.57118338 43.64546749, -81.57120186 43.64628178, -81.57136471 43.64627971, -81.57290277 43.64633503))",PIN.411620021
"POLYGON((-81.54658423 43.5423321, -81.55017053 43.54196399, -81.54991509 43.54073195, -81.54632886 43.54110006, -81.54634463 43.54117615, -81.54658423 43.5423321))",PIN.412110063
"POLYGON((-81.55255416 43.54027806, -81.5517906 43.53656617, -81.55226041 43.53650988, -81.55808569 43.53607581, -81.55766052 43.5334591, -81.5574031 43.53228495, -81.54687368 43.53346533, -81.54482972 43.53369098, -81.5455609 43.53730595, -81.54629217 43.5409209, -81.54684268 43.5408644, -81.55255416 43.54027806))",PIN.412130019
"POLYGON((-81.59977986 43.48676385, -81.59765228 43.48699229, -81.58987968 43.48782823, -81.58996807 43.48827647, -81.58750694 43.48854104, -81.58813459 43.49172463, -81.59078952 43.49143528, -81.59196307 43.49129415, -81.60051551 43.49040618, -81.59977986 43.48676385))",PIN.412160062
"POLYGON((-81.66326807 43.48192235, -81.66389778 43.48185259, -81.66507972 43.48172164, -81.66668556 43.48156822, -81.67807262 43.48031269, -81.68064301 43.48004408, -81.68063399 43.47949752, -81.68061245 43.4781935, -81.68060352 43.47765191, -81.68057305 43.47580629, -81.68055285 43.4745831, -81.67513103 43.47512075, -81.67546654 43.47691551, -81.66839862 43.47767718, -81.66855604 43.47851975, -81.66271209 43.47914918, -81.66290309 43.48010187, -81.66326807 43.48192235))",PIN.412170044
"POLYGON((-81.70993505 43.48782693, -81.70994709 43.48772564, -81.70996962 43.48753146, -81.70999255 43.48733384, -81.71001548 43.48713621, -81.71003842 43.48693859, -81.71006135 43.48674097, -81.71008428 43.48654335, -81.71010721 43.48634572, -81.71013015 43.4861481, -81.71015308 43.48595048, -81.71017601 43.48575285, -81.71019894 43.48555523, -81.71022187 43.48535761, -81.71025223 43.48509603, -81.69784223 43.48430887, -81.69763844 43.48443351, -81.69733992 43.48697284, -81.7074724 43.48766006, -81.70794484 43.48769208, -81.70844457 43.48772594, -81.70954703 43.48780064, -81.70993505 43.48782693))",PIN.412180183
"POLYGON((-81.57477699 43.42616365, -81.58295599 43.42531023, -81.58720931 43.42486618, -81.586436 43.42134372, -81.58641825 43.42126466, -81.58244472 43.42170817, -81.58204978 43.4217462, -81.57383601 43.42262416, -81.57456134 43.42604754, -81.57477699 43.42616365))",PIN.412270126
"POLYGON((-81.54775437 43.29935413, -81.54783969 43.29934496, -81.54779364 43.29911802, -81.54770825 43.29912688, -81.54775437 43.29935413))",PIN.412580110
"POLYGON((-81.33732459 43.33278277, -81.33763415 43.33275542, -81.33769766 43.33274981, -81.34389901 43.33208922, -81.34973632 43.33141938, -81.34898857 43.32782789, -81.34544361 43.3282126, -81.34495044 43.3282501, -81.34328643 43.32845321, -81.34216434 43.32858156, -81.34215623 43.32858609, -81.33982265 43.32885075, -81.33694607 43.32916237, -81.33688052 43.32917017, -81.33657521 43.3292065, -81.33692412 43.33087833, -81.33732459 43.33278277))",PIN.412650006
"POLYGON((-81.32944618 43.3561225, -81.33160741 43.3558885, -81.33282831 43.35574988, -81.33509753 43.35550914, -81.33718169 43.3552779, -81.33966045 43.35500043, -81.34188011 43.35473268, -81.34179155 43.35434575, -81.341488 43.353032, -81.3411167 43.35113985, -81.33331375 43.3520206, -81.33116799 43.35225194, -81.32940449 43.35243713, -81.32870139 43.35250075, -81.32871797 43.35258139, -81.32944618 43.3561225))",PIN.412660031
"POLYGON((-81.47212677 43.40400087, -81.47930817 43.40321463, -81.47892072 43.40106419, -81.47868606 43.3999137, -81.47831919 43.39995016, -81.47825045 43.39964367, -81.47787842 43.39968531, -81.47791213 43.39984546, -81.47724081 43.3999206, -81.4772071 43.39976046, -81.46625418 43.40098588, -81.4669718 43.40455548, -81.47212677 43.40400087))",PIN.412720074
"POLYGON((-81.4294852 43.4610715, -81.43098728 43.45931524, -81.43245841 43.45760786, -81.43259321 43.45744527, -81.43347568 43.45639743, -81.43452981 43.45515983, -81.43482392 43.45480754, -81.43607121 43.45334763, -81.43366885 43.45229971, -81.43241659 43.45174618, -81.43181255 43.45148338, -81.43057085 43.4528967, -81.42919801 43.45451364, -81.42784951 43.45608545, -81.42708928 43.45695271, -81.42519712 43.4591798, -81.4294852 43.4610715))",PIN.412740015
"POLYGON((-81.33336548 43.63506299, -81.3365689 43.63112964, -81.33221225 43.62927682, -81.32906066 43.63320705, -81.33336548 43.63506299))",PIN.413060046
"POLYGON((-81.51724449 43.7037831, -81.52366767 43.69591571, -81.5193162 43.69405321, -81.51587907 43.69258186, -81.51516562 43.6934848, -81.51425719 43.69309486, -81.50847652 43.70003979, -81.50951687 43.70049722, -81.51281984 43.70188117, -81.5128583 43.70189728, -81.51459863 43.70262641, -81.51606986 43.7032696, -81.5171479 43.70374088, -81.51724449 43.7037831))",PIN.413190050
"POLYGON((-81.32626751 43.74686696, -81.32402956 43.74594682, -81.31781226 43.7538111, -81.32220468 43.75560478, -81.32239293 43.75536666, -81.32841421 43.74774952, -81.32626751 43.74686696))",PIN.413290075
"POLYGON((-81.29451394 43.71285513, -81.29663707 43.71023371, -81.29742654 43.70924123, -81.29884527 43.70749977, -81.29955494 43.70662228, -81.30004182 43.70601999, -81.29933037 43.70569663, -81.30015516 43.70472813, -81.29855538 43.70406321, -81.29421141 43.70225753, -81.2932895 43.70340835, -81.29264796 43.70419333, -81.2916736 43.70537534, -81.2915992 43.70546557, -81.2914916 43.70559361, -81.29084643 43.70635888, -81.28980988 43.70760405, -81.28904681 43.70853393, -81.28892144 43.70868677, -81.28787057 43.71009363, -81.29019141 43.71105843, -81.29230974 43.71193897, -81.29451394 43.71285513))",PIN.413400047
"POLYGON((-81.76660776 43.3112211, -81.76684716 43.31103735, -81.76658914 43.31085371, -81.76639033 43.31107032, -81.76660776 43.3112211))",PIN.434460070
"POLYGON((-79.39057717 44.93461203, -79.39037178 44.93470152, -79.39043387 44.93472339, -79.39049411 44.93473802, -79.39061323 44.93476411, -79.39070136 44.93478655, -79.39081222 44.93481619, -79.39090861 44.93483508, -79.39099656 44.93484582, -79.3910667 44.9348522, -79.39119548 44.93490052, -79.3916451 44.9351517, -79.39168636 44.93512315, -79.39180668 44.93503991, -79.39196905 44.93492757, -79.39188257 44.93485257, -79.3918009 44.93476608, -79.39172232 44.93467543, -79.39164026 44.93455422, -79.39157891 44.93448067, -79.39153131 44.93439367, -79.39149195 44.9342805, -79.39150937 44.93420586, -79.39126645 44.9343117, -79.39057717 44.93461203))",PIN.481760009
"POLYGON((-80.89773383 43.38835084, -80.90234736 43.38840381, -80.90234482 43.38807714, -80.90268356 43.38808103, -80.90268343 43.38806456, -80.90261593 43.37936569, -80.90267704 43.37936646, -80.90266963 43.37389033, -80.89765809 43.37385991, -80.8976884 43.37930284, -80.89767317 43.37930264, -80.89772358 43.38682214, -80.89773383 43.38835084))",PIN.530820044
"POLYGON((-81.00549118 43.38319124, -81.00613274 43.3824535, -81.0055846 43.38220678, -81.00495501 43.38294991, -81.00549118 43.38319124))",PIN.531600093
"POLYGON((-81.23655622 43.43643763, -81.2371349 43.43574945, -81.23995392 43.43252757, -81.24170133 43.43053024, -81.24322238 43.42870931, -81.23486484 43.42493422, -81.22821775 43.43274891, -81.23655622 43.43643763))",PIN.532140041
"POLYGON((-77.16961002 43.90923291, -77.17129177 43.91104595, -77.17220361 43.9120271, -77.17287009 43.91274506, -77.17699366 43.91071418, -77.176354 43.91003523, -77.1784163 43.90913904, -77.1770835 43.90768895, -77.17570136 43.90617511, -77.17373222 43.90718271, -77.16961002 43.90923291))",PIN.550770061
"POLYGON((-81.52530585 43.83833857, -81.52626458 43.83702861, -81.52786266 43.83487833, -81.52921434 43.8330083, -81.53129381 43.83046858, -81.53348973 43.82777996, -81.53016732 43.826427, -81.52600681 43.83176256, -81.52193708 43.83696953, -81.52530585 43.83833857))",PIN.410800021
"POLYGON((-81.53180059 43.8409775, -81.5358627 43.83572428, -81.53996595 43.83041678, -81.53348973 43.82777996, -81.53129381 43.83046858, -81.52921434 43.8330083, -81.52786266 43.83487833, -81.52626458 43.83702861, -81.52530585 43.83833857, -81.53180059 43.8409775))",PIN.410800006
"POLYGON((-81.53520025 43.81423795, -81.53509154 43.81419319, -81.53371513 43.81607818, -81.52945 43.82168939, -81.52899653 43.82228272, -81.52771657 43.82395737, -81.52921644 43.82455687, -81.52847323 43.82552925, -81.53026162 43.82625759, -81.5383677 43.81554187, -81.53520025 43.81423795))",PIN.410800038
"POLYGON((-81.55568471 43.8436554, -81.55975358 43.83836259, -81.5564682 43.83704382, -81.55243541 43.84236148, -81.5537342 43.84290443, -81.55568471 43.8436554))",PIN.410840101
"POLYGON((-81.23198161 43.62363729, -81.23844373 43.61587954, -81.23187753 43.61311045, -81.22548628 43.62083567, -81.22984556 43.62276009, -81.23198161 43.62363729))",PIN.413030029
"POLYGON((-81.61804611 43.2651517, -81.62286271 43.26463641, -81.62518897 43.2643896, -81.63037221 43.26388278, -81.62960857 43.26024413, -81.6264311 43.26055583, -81.62640646 43.26055597, -81.62341066 43.26087145, -81.62117571 43.26110676, -81.61727654 43.26149526, -81.61804611 43.2651517))",PIN.412530060
"POLYGON((-81.6164163 43.25740748, -81.61946312 43.25708962, -81.61898545 43.25460101, -81.6182781 43.25467481, -81.6181583 43.25405061, -81.61725541 43.2541448, -81.61724717 43.25409853, -81.61722301 43.25410105, -81.6173167 43.25454616, -81.61731916 43.25454589, -81.617411 43.25498221, -81.61741589 43.25498164, -81.61759579 43.25583625, -81.61764301 43.25609431, -81.61617323 43.2562523, -81.6164163 43.25740748))",PIN.412530064
"POLYGON((-81.58815225 43.27596548, -81.59443608 43.27530875, -81.59363174 43.27161753, -81.59323976 43.26981855, -81.59015282 43.2701586, -81.58261888 43.27095361, -81.58063712 43.2711888, -81.58099273 43.27287688, -81.58100702 43.2729447, -81.58101407 43.27297816, -81.58732298 43.27229802, -81.58815225 43.27596548))",PIN.412560024
"POLYGON((-81.58346572 43.28405813, -81.59126486 43.28319156, -81.59163443 43.28317164, -81.59600023 43.28269153, -81.59523733 43.27908958, -81.59447454 43.27548772, -81.58819267 43.27614425, -81.58901338 43.27978142, -81.58268599 43.28047884, -81.58341961 43.28384649, -81.58346572 43.28405813))",PIN.412560027
"POLYGON((-81.58497011 43.29127405, -81.58510552 43.29125534, -81.58742064 43.29100936, -81.58937928 43.29078764, -81.59458703 43.29019793, -81.5975262 43.28989486, -81.59676318 43.2862932, -81.59169461 43.2868362, -81.58425784 43.28769385, -81.58494407 43.2911301, -81.58497011 43.29127405))",PIN.412560029
"POLYGON((-81.61767289 43.26518364, -81.61748449 43.26428847, -81.61454651 43.26462745, -81.61473487 43.26552263, -81.61486242 43.26550812, -81.61494821 43.26549817, -81.61592086 43.26538537, -81.61767289 43.26518364))",PIN.412560058
"POLYGON((-81.60853585 43.28125116, -81.61607266 43.28043129, -81.61741462 43.28028898, -81.62079777 43.27991191, -81.62021816 43.2772017, -81.61915916 43.27730803, -81.61690623 43.27754532, -81.61604458 43.27764901, -81.60796889 43.27855666, -81.6080601 43.27905143, -81.60853585 43.28125116))",PIN.412560065
"POLYGON((-81.61080236 43.26217266, -81.61338448 43.26189619, -81.61551383 43.26167764, -81.61588308 43.26163964, -81.61690455 43.26153264, -81.61601277 43.25729451, -81.61546098 43.25735724, -81.61543897 43.25724868, -81.61540597 43.25708585, -81.61534763 43.25679802, -81.61531846 43.2566541, -81.61523095 43.25622235, -81.61517261 43.25593451, -81.61514774 43.25581184, -81.61379286 43.25594192, -81.61351049 43.25454383, -81.61322785 43.25457426, -81.61328817 43.25487292, -81.6128756 43.25491734, -81.61281528 43.25461867, -81.61113678 43.25479935, -81.61113295 43.25478035, -81.61095223 43.2547998, -81.61114965 43.25566423, -81.6094705 43.25584492, -81.61080236 43.26217266))",PIN.412560076
"POLYGON((-81.6094705 43.25584492, -81.61114965 43.25566423, -81.61095223 43.2547998, -81.61064705 43.25483264, -81.61065088 43.25485165, -81.60929224 43.25499787, -81.6094705 43.25584492))",PIN.412560048
"POLYGON((-81.42264376 43.37595584, -81.42262038 43.37584168, -81.42260519 43.37576752, -81.42260129 43.37575197, -81.42240205 43.37495787, -81.42185353 43.37240262, -81.42130499 43.36983836, -81.42125393 43.36959542, -81.42107033 43.36877107, -81.41489627 43.36945557, -81.41514486 43.37053059, -81.41647367 43.37627625, -81.41647379 43.37629426, -81.41655002 43.37660914, -81.41794371 43.37643297, -81.42264486 43.3759612, -81.42264376 43.37595584))",PIN.412690059
"POLYGON((-78.23196004 44.09897191, -78.23518555 44.09818641, -78.23012597 44.08759653, -78.2292842 44.08787038, -78.22703318 44.08869673, -78.22779186 44.09027925, -78.22904655 44.08996777, -78.22945603 44.09082351, -78.2282023 44.09113535, -78.23196004 44.09897191))",PIN.511120076
"POLYGON((-78.22949644 44.09961937, -78.23172563 44.09903726, -78.2268003 44.08876519, -78.22467093 44.0895267, -78.22949644 44.09961937))",PIN.511120079
"POLYGON((-78.22463459 44.08941721, -78.22675016 44.08866063, -78.22362451 44.08214, -78.22139812 44.08269514, -78.22246783 44.0849701, -78.22463459 44.08941721))",PIN.511120080
"POLYGON((-81.3813329916619 43.2983837820156, -81.3817165413834 43.3002100799022, -81.382108206473 43.3019927042121, -81.3821099578874 43.3020006840222, -81.3880731944542 43.3014521683517, -81.3895277528583 43.3013183245405, -81.3942476055748 43.3007964435037, -81.3934413598427 43.2971830357091, -81.3873911418704 43.2977831716792, -81.3813407973489 43.2983829917298, -81.3813329916619 43.2983837820156))",PIN.412620085
"POLYGON((-81.3928848282448 43.2933795182218, -81.3978314081724 43.2928254064797, -81.4017855995221 43.2923883690949, -81.4050911461273 43.2920015913155, -81.4050488587801 43.2918286972915, -81.4050485867155 43.291827579453, -81.4046811277427 43.2903251086577, -81.4042962597375 43.2884314460732, -81.3921191039585 43.2897678981775, -81.3928848282448 43.2933795182218))",PIN.412630008
"POLYGON((-81.3813076723975 43.2982034679561, -81.3934024501061 43.2970040898402, -81.3926349808774 43.2933846296975, -81.3805595724282 43.2945950557829, -81.3813076723975 43.2982034679561))",PIN.412630012
"POLYGON((-81.3703497299025 43.299318015708, -81.3813076723975 43.2982034679561, -81.3805595724282 43.2945950557829, -81.3805592908903 43.2945500333358, -81.3684966930706 43.2958400663032, -81.3687967078179 43.2973077196011, -81.3705290962755 43.297127373071, -81.3706908257718 43.2979183711262, -81.3689584092259 43.298098720514, -81.3690502649035 43.2985480431257, -81.3701690507645 43.2984343101626, -81.3703497299025 43.299318015708))",PIN.412630041
"POLYGON((-81.3564165219622 43.3007461326403, -81.3682173456795 43.2995355964368, -81.368161218973 43.2992189852655, -81.3687943410292 43.2991546588504, -81.3681341794924 43.2959252238377, -81.3679189048414 43.2948720663729, -81.366717891497 43.294973443463, -81.3666028299964 43.2942894643809, -81.3629561871128 43.2946792864389, -81.3553161171729 43.2954544356891, -81.3554443229545 43.2960535702856, -81.3556707548517 43.297121035832, -81.3559387179053 43.2983842273479, -81.3564165219622 43.3007461326403))",PIN.412640003
"POLYGON((-80.4303727653342 43.3983340791868, -80.4306103440187 43.3982230876445, -80.431452660745 43.3978295741444, -80.4313898472149 43.3977746744632, -80.4313320680775 43.3977169096009, -80.4312795684267 43.3976565246078, -80.4312325709576 43.3975937756486, -80.4308234476609 43.3970033942506, -80.4307647799621 43.396923279206, -80.4307012186262 43.3968451743874, -80.4306328929356 43.3967692386322, -80.4305599418601 43.3966956263662, -80.4304825137741 43.3966244872891, -80.429685351243 43.3971914770958, -80.4294808757258 43.3973369068436, -80.4296526782117 43.3975137042869, -80.4303727653342 43.3983340791868))",PIN.231680006
"POLYGON((-81.521541044795 43.7056336002876, -81.5280064850691 43.6977725144494, -81.5236676708999 43.6959157125092, -81.5172444913109 43.7037831034941, -81.517289535268 43.7038027958215, -81.5214729584145 43.7056042859877, -81.521541044795 43.7056336002876))",PIN.413190049
"POLYGON((-80.9533836516673 43.7308515828675, -80.9534668148982 43.7307469614536, -80.953252543017 43.7306586610296, -80.9531703982589 43.7307637017443, -80.9533836516673 43.7308515828675))",PIN.530210026
"POLYGON((-81.6443682136388 43.9148716897322, -81.6467761729534 43.9158027607818, -81.6476208482911 43.9161322468346, -81.6484007857333 43.9151318146198, -81.6492556136909 43.9140188425963, -81.6497742502999 43.9133904478381, -81.6531235736257 43.9147501219026, -81.6563463531066 43.9160582757041, -81.6624892898326 43.908078609528, -81.6559834197052 43.9054677627115, -81.6492462287025 43.9027634501878, -81.6452677648831 43.9080852533639, -81.6453211712308 43.9081061248705, -81.644036057901 43.909838367355, -81.6440145354121 43.9098673767786, -81.6439608554644 43.9098465586552, -81.6452379937448 43.9081250713829, -81.6432239844224 43.9073229634173, -81.641924549203 43.9068054124754, -81.6386146799611 43.9054870199833, -81.6383398822133 43.9058502355877, -81.634594955197 43.9107995862627, -81.6378988787228 43.9121035719422, -81.6409154889354 43.9132937527847, -81.6412007192542 43.9134062816979, -81.6438006146616 43.9146522083457, -81.6443682136388 43.9148716897322))",PIN.410950041
"POLYGON((-81.2397421253077 43.6323544718462, -81.2446230915832 43.6264016104283, -81.2402600086477 43.6244917790774, -81.2353781167398 43.6304577669361, -81.2397421253077 43.6323544718462))",PIN.413030031
"POLYGON((-81.2585188031137 43.64580929244, -81.2617993640737 43.6418597484338, -81.2666447890057 43.6359625867695, -81.2622493503846 43.6340641662039, -81.2606687091523 43.6359764417313, -81.2576360087229 43.6396450280983, -81.2573792367849 43.6399556098012, -81.254091458217 43.6439494959439, -81.2585188031137 43.64580929244))",PIN.413040016
"POLYGON((-81.2389932993613 43.6514247418534, -81.2449642702105 43.6443840568167, -81.2426609977125 43.6434100576374, -81.236791104286 43.6505241043323, -81.2389932993613 43.6514247418534))",PIN.413040032
"POLYGON((-81.3786102091386 43.641007731697, -81.3797552626096 43.6415119968992, -81.3803827024388 43.6407762028883, -81.3792376585948 43.6402719451898, -81.3786102091386 43.641007731697))",PIN.413170102
"POLYGON((-81.3677179668444 43.6608119510865, -81.3704269065934 43.6575702069397, -81.3718669725976 43.655800736548, -81.3741606603383 43.6529888629455, -81.373965771217 43.6529046624461, -81.3699454291902 43.6511676276109, -81.3634051631328 43.658958390369, -81.3642490775284 43.6593188348105, -81.3653184664138 43.6597836344801, -81.3661888382575 43.660150016953, -81.3677179668444 43.6608119510865))",PIN.413240059
"POLYGON((-81.3888594207801 43.334750327281, -81.393788500602 43.3342547236613, -81.3934208274571 43.3324263783161, -81.397581893658 43.3320682685971, -81.3982474531107 43.3319849143869, -81.3982088004414 43.3317329183169, -81.3996142781911 43.3316111305826, -81.3994537880279 43.3311418702135, -81.3994613344224 43.3308864754301, -81.3994038648332 43.3305716668123, -81.3993108937423 43.3304146580271, -81.398982299333 43.3300970314467, -81.3987286515131 43.3301192930258, -81.3881277311787 43.3312273025831, -81.3882670871326 43.3318031221351, -81.3884840412545 43.3328829310585, -81.3888594207801 43.334750327281))",PIN.412620103
"POLYGON((-80.8991613314106 43.089047513639, -80.9014944437416 43.0883401458309, -80.903374139347 43.0877702116347, -80.9034514906121 43.0877467581981, -80.9051370336656 43.0872356371406, -80.9061069078115 43.0869383843564, -80.9046590702203 43.0841169007345, -80.8977078650035 43.0862198189557, -80.8991613314106 43.089047513639))",PIN.001830023
"POLYGON((-81.0526284326184 43.1472911069992, -81.0603270958007 43.1448760503287, -81.0589938459534 43.1423099409732, -81.0577552494886 43.1426929024602, -81.0563021652237 43.1431334285985, -81.0541931775941 43.1437580687943, -81.0512756910719 43.1446427549008, -81.0512749673719 43.1446429750009, -81.0526284326184 43.1472911069992))",PIN.001890026
"POLYGON((-81.0908338598448 43.2230209203539, -81.0987040183356 43.2205070341853, -81.0962983725966 43.2155903230178, -81.0961329038333 43.2152679926648, -81.0881503812224 43.2177140175434, -81.0891814296289 43.2197491721073, -81.0908338598448 43.2230209203539))",PIN.001920039
